"burst_","x1_","x2_","y1_","y2_","sl_","ta_","t1_","t2_","dt_","tod_end_","case_","step_id_","wet","log_sl_"
16,1780469.1941156883,1780468.4410960225,2412224.1277839737,2412230.092848462,6.012406586993463,2.9644408576522956,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",TRUE,2,1,1.7938250988444038
16,1780469.1941156883,1780482.5144822905,2412224.1277839737,2412209.179578549,20.022013181398403,0.425151067382078,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,2.996832327342815
16,1780469.1941156883,1780497.4622059993,2412224.1277839737,2412430.6982309134,208.49564618641742,2.702866731871916,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,5.339918159420916
16,1780469.1941156883,1780571.0032166487,2412224.1277839737,2412350.0134963454,161.9021482799396,2.158817860756656,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,5.086992129773687
16,1780469.1941156883,1780467.6564755472,2412224.1277839737,2412224.5261716507,1.5884111384162627,-2.1270379819374012,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,0.46273423260007246
16,1780469.1941156883,1780475.3970822757,2412224.1277839737,2412237.766686419,14.983205744897765,2.4120287370621853,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,2.706929956856051
16,1780469.1941156883,1780462.3459244901,2412224.1277839737,2412226.584976674,7.275679944270583,-2.218023024381057,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,1.984537271820127
16,1780469.1941156883,1780567.927265044,2412224.1277839737,2412231.9989371523,99.04640242870694,1.347623697357586,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,4.595588451724793
16,1780469.1941156883,1780450.2816489574,2412224.1277839737,2412289.470835609,68.02496449730688,3.120601559199843,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,4.219874762762623
16,1780469.1941156883,1780581.9130672042,2412224.1277839737,2412277.548000199,124.73684913588707,1.7106405125311666,"2010/02/10 03:10:39","2010/02/10 03:20:10","9.50001666545868","night",FALSE,2,1,4.826206311326386
16,1780468.4410960225,1780479.6286337376,2412230.092848462,2412212.555622028,20.80181028465631,-2.6993228106743272,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",TRUE,3,1,3.0350400158362967
16,1780468.4410960225,1780370.637800254,2412230.092848462,2412221.1463716133,98.21162920554883,1.5364425801675266,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,1,4.587124632030649
16,1780468.4410960225,1780484.3487836125,2412230.092848462,2412368.5270534195,139.34519592259906,-0.23998378803902431,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,1,4.936954278433068
16,1780468.4410960225,1780443.4444777102,2412230.092848462,2412723.3588710004,493.8989774414351,-0.07494164525864178,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,0,6.202330997168723
16,1780468.4410960225,1780488.1547964201,2412230.092848462,2412104.0994230886,127.52636284583792,-3.1119590330399682,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,1,4.848323110643381
16,1780468.4410960225,1780264.7640341993,2412230.092848462,2412350.523628941,236.61766290719845,0.9112369863466887,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,0,5.466445601789157
16,1780468.4410960225,1780412.97325306,2412230.092848462,2412066.007887946,173.20668540945658,2.6900349502622403,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,0,5.154485594745157
16,1780468.4410960225,1780701.0626493718,2412230.092848462,2412232.7852785448,232.63713431510334,-1.6847966184946062,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,0,5.449479876160205
16,1780468.4410960225,1780496.2925124548,2412230.092848462,2411914.3410982597,316.9777108142346,3.1039975747373703,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,0,5.758831458516364
16,1780468.4410960225,1780428.1363812117,2412230.092848462,2412360.487232692,136.48137409428824,0.17420897450425055,"2010/02/10 03:20:10","2010/02/10 03:30:24","10.2333333333333","night",FALSE,3,1,4.916188151792688
16,1780479.6286337376,1780469.4731317374,2412212.555622028,2412217.1662480226,11.153120322793358,-2.564817876345231,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",TRUE,4,1,2.411719308333418
16,1780479.6286337376,1780464.751229346,2412212.555622028,2412225.1872670506,19.516547271462493,-2.8425819267987977,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,2.9712626837546408
16,1780479.6286337376,1780529.3807853598,2412212.555622028,2411936.6830566786,280.32293681315116,-0.38941712270892404,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,0,5.635942284338236
16,1780479.6286337376,1780479.9920116225,2412212.555622028,2412208.7865341324,3.7865640168456958,-0.47173093113787457,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,1.3314590160300919
16,1780479.6286337376,1780565.0991918813,2412212.555622028,2412129.089688154,119.46454882877623,0.2294198366199942,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,0,4.783019664837834
16,1780479.6286337376,1780493.3756330507,2412212.555622028,2412273.5625610887,62.536602111382216,2.3521154542920804,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,4.1357520191079296
16,1780479.6286337376,1780457.4457205888,2412212.555622028,2412200.477444921,25.2579492042513,-1.640044052860586,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,3.2291409261463087
16,1780479.6286337376,1780478.190072906,2412212.555622028,2412209.183549774,3.6661053661481517,-0.9710777250579743,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,1.2991298904524269
16,1780479.6286337376,1780483.1164056573,2412212.555622028,2412211.2602908607,3.720542406402643,0.6473485237007002,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,1.3138694658288304
16,1780479.6286337376,1780538.1953189657,2412212.555622028,2412263.2482752274,77.45838693759063,1.7164075976856472,"2010/02/10 03:30:24","2010/02/10 03:40:46","10.3666833321253","night",FALSE,4,1,4.349740849413159
18,1780469.4505130737,1780468.8914429126,2412216.873814156,2412219.6925319848,2.873626566598126,-2.644558263992229,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",TRUE,2,1,1.0555748441408193
18,1780469.4505130737,1780514.1204687809,2412216.873814156,2412197.9860703414,48.49898771387956,1.4719996984004706,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,3.881542925846845
18,1780469.4505130737,1780447.3094138661,2412216.873814156,2412255.614059324,44.62101376944703,-2.3211387244384087,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,3.798204908814578
18,1780469.4505130737,1780512.7157464079,2412216.873814156,2412428.6052021827,216.1065965935141,-3.0419244167686843,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,5.375771788699483
18,1780469.4505130737,1780454.4993986527,2412216.873814156,2412207.6226540217,17.58180270215792,-0.7154628194536112,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,2.8668644297847434
18,1780469.4505130737,1780353.7257136696,2412216.873814156,2412141.7630403964,137.96324703290867,-0.6938581531786703,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,4.92698732383769
18,1780469.4505130737,1780487.9275051348,2412216.873814156,2412160.011274896,59.789193059247324,0.615412437307673,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,4.090824926552321
18,1780469.4505130737,1780468.5528842888,2412216.873814156,2412209.4379574033,7.489839990355683,0.18109860350657203,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,2.0135474341975534
18,1780469.4505130737,1780376.834687094,2412216.873814156,2412138.1909654792,121.5264658326993,-0.565323277757154,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,0,4.800132064843545
18,1780469.4505130737,1780467.4332603998,2412216.873814156,2412214.7874417137,2.9021127335134276,-0.4673226110343305,"2010/02/10 05:10:14","2010/02/10 05:20:27","10.2166666666667","night",FALSE,2,1,1.065439000541877
21,1780621.030338051,1780978.0372690926,2412427.357359519,2412467.5337273306,359.26047561937315,-1.2452839823942146,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",TRUE,2,0,5.8840476842260605
21,1780621.030338051,1780620.1998587837,2412427.357359519,2412428.478371667,1.3951215177758405,0.851053517036364,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,0,0.33298152099624684
21,1780621.030338051,1780641.1134100587,2412427.357359519,2412432.861024545,20.823547007667404,-1.0898710291189806,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,1,3.036084414078178
21,1780621.030338051,1780611.9424357356,2412427.357359519,2412423.672134186,9.806673964595403,2.1694899014463296,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,0,2.2830631706852653
21,1780621.030338051,1780578.6181100043,2412427.357359519,2412407.2861599587,46.921744849038554,2.226255569892288,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,1,3.8484812108397475
21,1780621.030338051,1780599.417461276,2412427.357359519,2412452.089389949,32.84493525140029,0.9316436377175601,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,0,3.4917975550043985
21,1780621.030338051,1780565.0046320213,2412427.357359519,2412381.8437901717,72.1828562118565,2.4664813907821657,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,1,4.2792025691141555
21,1780621.030338051,1780622.6703412745,2412427.357359519,2412431.9614698696,4.887478152439492,-0.12874399654102597,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,0,1.5866764552123869
21,1780621.030338051,1780584.27494601,2412427.357359519,2412332.9078287105,101.34926104351933,2.9839184710572892,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,1,4.618572581736937
21,1780621.030338051,1780659.9901374183,2412427.357359519,2412401.8649817235,46.558858366617955,-1.9367589104005223,"2010/02/10 07:30:04","2010/02/10 07:40:11","10.1166499972343","night",FALSE,2,1,3.84071728350526
23,1781895.0634964807,1781798.0710453847,2412454.9751896313,2412715.6943585095,278.1762401610168,1.5166704865084912,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",TRUE,2,0,5.628254870238255
23,1781895.0634964807,1781909.80928596,2412454.9751896313,2412445.4994404386,17.527924296185795,-0.98144090334058,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,2.863795283262033
23,1781895.0634964807,1781895.2973463417,2412454.9751896313,2412525.355644299,70.38084316795825,1.1571933248612818,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,4.253921112042738
23,1781895.0634964807,1782009.7422148804,2412454.9751896313,2412568.835168795,161.60229982594655,0.3715353208550863,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,5.085138377581931
23,1781895.0634964807,1782038.2576873784,2412454.9751896313,2412632.0177301224,227.7029588091006,0.48042469845579244,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,5.428041967315969
23,1781895.0634964807,1781625.614355134,2412454.9751896313,2412183.466163314,382.51796185842505,-2.7626670240849998,"2010/02/10 08:20:55","2010/02/10 08:31:07","10.2","night",FALSE,2,0,5.94677561127104
